"X1","X2","class"
"260",0.146118556897034,0.85449006324549,1
"261",0.147106872210868,0.872662427192113,1
"262",0.140313661160955,0.147044226185416,2
"263",0.590848564868793,0.565479587530717,NA
"264",0.140983509615177,0.855190244654403,1
"265",0.593313257675618,0.502310076961294,NA
"266",0.148753537299262,0.850069832065257,1
"267",0.14227935967413,0.861085051367328,1
"268",0.154091845251786,0.871197712081978,1
"269",0.140293278532344,0.83583898181824,1
"270",0.142161346406788,0.843642392338251,1
"271",0.0799295094329864,0.843173386296257,NA
"272",0.153199312796274,0.867949348408016,1
"273",0.158354925751047,0.13577296229083,2
"274",0.158949346241343,0.859575789909169,1
"275",0.0368116202298552,0.411392950452864,NA
"276",0.161439463197676,0.846608824507802,1
"277",0.154567844901924,0.144658234626495,2
"278",0.165428941104374,0.85096804327048,1
"279",0.595198312075809,0.0826583644375205,NA
"280",0.136467212874314,0.155357487326481,2
"281",0.342253198614344,0.0300692562013865,NA
"282",0.247394566889852,0.46983444923535,NA
"283",0.142948222113773,0.790510861901566,NA
"284",0.135171059129091,0.860982200280934,1
"285",0.126170389454673,0.843607837173407,1
"286",0.150237897636235,0.846315853413919,1
"287",0.158072139835369,0.168287929962954,2
"288",0.162118649944035,0.849627071570015,1
"289",0.143572549543404,0.151218829837336,2
"290",0.148203332105124,0.130368588754781,2
"291",0.148094777412783,0.14885665696069,2
"292",0.136471526548989,0.136162252687885,2
"293",0.153429365167205,0.838042740453775,1
"294",0.146039653830191,0.849816180931479,1
"295",0.138870365063525,0.136519850915701,2
"296",0.156114986132243,0.849672275480333,1
"297",0.156249621176278,0.155545957789296,2
"298",0.136382925855858,0.166687046786449,2
"299",0.40136729250662,0.629291807301342,NA
"300",0.929633596912026,0.644478702917695,NA
"301",0.154620084118707,0.853050027811416,1
"302",0.146125598859724,0.85416530817479,1
"303",0.142454417414299,0.853392509712728,1
"304",0.143081981735709,0.860053806667631,1
"305",0.152986811350652,0.847395104515296,1
"306",0.152588977609755,0.840708842848197,1
"307",0.138070062781326,0.148460130433316,2
"308",0.186711998479514,0.153867086617415,2
"309",0.146197020616242,0.150541134331852,2
"310",0.166545845423722,0.837925383030798,1
"311",0.151224666954073,0.848849539773989,1
"312",0.161234590435884,0.141052855282552,2
"313",0.159995618129331,0.839507039706519,1
"314",0.156100393728751,0.152539756859102,2
"315",0.118291831627159,0.844348524872272,1
"316",0.146744661953519,0.839801851334469,1
"317",0.148999660832623,0.171593055587387,2
"318",0.142913686391733,0.143903775046117,2
"319",0.151264222299903,0.859722704612336,1
"320",0.149030133878884,0.154198859560609,2
"321",0.149681267818759,0.841681749229988,1
"322",0.143238130444373,0.143247993213644,2
"323",0.144079501397469,0.852380248972301,1
"324",0.160411454435772,0.857136355035156,1
"325",0.127590012798701,0.872810488025787,1
"326",0.149501769770619,0.843236584607855,1
"327",0.153964489980887,0.159328444853679,2
"328",0.152769845751612,0.154164886276933,2
"329",0.162175980760047,0.148738239583684,2
"330",0.14204972996463,0.862891519983712,1
"331",0.162168264120454,0.153805223274596,2
"332",0.15124536492281,0.166534942072038,2
"333",0.154365162248339,0.844930205390915,1
"334",0.380687014665455,0.676508113276213,NA
"335",0.146255021481891,0.168077932007254,2
"336",0.144411447118449,0.153165380320902,2
"337",0.154347181192967,0.151807652585342,2
"338",0.153604334949743,0.153275005739185,2
"339",0.158551291384046,0.857290700241072,1
"340",0.971055111847818,0.772749214665964,NA
"341",0.252650795970112,0.649166177492589,NA
"342",0.135659172761474,0.139422659362972,2
"343",0.14491200984338,0.844638325109054,1
"344",0.165072340460051,0.146557098450531,2
"345",0.152852307929538,0.148351308563679,2
"346",0.144387853414308,0.1627535942816,2
"347",0.145044174247878,0.167187521423668,2
"348",0.157354576097109,0.144378529344547,2
"349",0.730823051417246,0.812684602569789,NA
"350",0.14151940359679,0.857625915377629,1
"351",0.160133454451702,0.844005492055477,1
"352",0.141172387661744,0.142413262850042,2
"353",0.165356251472567,0.155888071835648,2
"354",0.151905104275101,0.165616862039984,2
"355",0.170730288602647,0.856126190066598,1
"356",0.147059340718474,0.1687410225986,2
"357",0.163274144550594,0.167701306478557,2
"358",0.149841201205137,0.151461440264481,2
"359",0.156589625382783,0.172867941110515,2
"360",0.144310262239344,0.844335127209955,1
"361",0.168189629066917,0.850825771433709,1
"362",0.156778158907911,0.860977095902294,1
"363",0.160742933656405,0.155782108393503,2
"364",0.156298039113016,0.155094765555198,2
"365",0.149628491966746,0.172909150869072,2
"366",0.135167082957557,0.155015296761191,2
"367",0.159989643097465,0.855484109877635,1
"368",0.169022434304557,0.151773365812404,2
"369",0.148642672408032,0.850423067518266,1
"370",0.153048279638748,0.849888333921397,1
"371",0.166400063753234,0.824569467882221,1
"372",0.16337563894928,0.157336206110606,2
"373",0.153754692013155,0.84574025299557,1
"374",0.149415531184158,0.822908159914885,1
"375",0.821230665314943,0.235229648184031,NA
"376",0.167348004003301,0.169189313469308,2
"377",0.156437964118009,0.851116543298119,1
"378",0.167051483703018,0.136582291219128,2
"379",0.166132657602406,0.844710077167299,1
"380",0.172570221844277,0.161787005853065,2
"381",0.163722741160136,0.165688510299236,2
"382",0.158823072777041,0.855140677629696,1
"383",0.16864756824501,0.842815445272201,1
"384",0.163533705169737,0.834651688352451,1
"385",0.590037605725229,0.414862838573754,NA
"386",0.141221662878005,0.169805694251192,2
"387",0.165343346045631,0.837511419176024,1
"388",0.152639174957248,0.180982864119387,2
"389",0.165564387042494,0.180608133032081,2
"390",0.16863022481402,0.845009975028075,1
"391",0.712601123610511,0.990307023050264,NA
"392",0.169908855652669,0.150562563104998,2
"393",0.174719847906603,0.838491601090973,1
"394",0.161094258058226,0.851688053264433,1
"395",0.16121001604303,0.164840717616029,2
"396",0.160707236366303,0.850643308693491,1
"397",0.17057707392495,0.16699427698384,2
"398",0.16341325723942,0.829667822969488,1
"399",0.145866186283147,0.163132495874989,2
"400",0.177273279817254,0.832664794900596,1
"401",0.178259629672252,0.854467373938585,1
"402",0.140021884434046,0.841862240931164,1
"403",0.159296460798529,0.170901481740603,2
"404",0.159245463735274,0.822789967751566,1
"405",0.147961184650718,0.835611325032609,1
"406",0.162252980719477,0.169706800395463,2
"407",0.161456977173947,0.822159950719673,1
"408",0.155222796578434,0.841060963916518,1
"409",0.201423895890689,0.835975882696087,1
"410",0.154836878145667,0.834907511048721,1
"411",0.163487346141899,0.165695458289565,2
"412",0.157712015419078,0.862475243018922,1
"413",0.168011471605733,0.158285627490282,2
"414",0.149106445897682,0.17017528116957,2
"415",0.418410271406174,0.0535425639245659,NA
"416",0.209063392132521,0.690182643476874,NA
"417",0.158442482068042,0.159291482468782,2
"418",0.166927493355997,0.167427585678042,2
"419",0.163845267762509,0.156244332277913,2
"420",0.834974410710856,0.232722336426377,NA
"421",0.0556407421827316,0.168982492294163,NA
"422",0.185222075680629,0.174606807898498,2
"423",0.166121058243492,0.179551061997469,2
"424",0.169136269740491,0.832598810048195,1
"425",0.147980358297967,0.843032641606471,1
"426",0.177211159680773,0.178157000870311,2
"427",0.173404819256318,0.829843381559664,1
"428",0.173946653452051,0.137790506060248,2
"429",0.178834967178288,0.145005314080116,2
"430",0.0501710011158139,0.471589108230546,NA
"431",0.156681639872707,0.159320724493199,2
"432",0.162389085117367,0.169863342335102,2
"433",0.164185621319919,0.166292793885382,2
"434",0.178815408722399,0.157160069789061,2
"435",0.16444376260446,0.163071856211727,2
"436",0.162996851739869,0.833718128077937,1
"437",0.164223559564871,0.176775736555805,2
"438",0.159594652883441,0.16372611387641,2
"439",0.16893086299918,0.159960882286307,2
"440",0.166718073448434,0.826478643695732,1
"441",0.165926957719586,0.845645743216054,1
"442",0.609714092453942,0.178413198096678,NA
"443",0.172339954491057,0.82433328011646,1
"444",0.171424631935567,0.839953192324226,1
"445",0.1625731220013,0.830119468444643,1
"446",0.186520405552737,0.158189727563062,2
"447",0.175645588912629,0.157464028457991,2
"448",0.177593358093873,0.0515841199085116,NA
"449",0.171244094691269,0.17284465996669,2
"450",0.150523015104745,0.826476008521763,1
"451",0.169229655882696,0.171214100694333,2
"452",0.152050551902583,0.829886826694388,1
"453",0.167121569496849,0.83101620719482,1
"454",0.182170284160739,0.172441561755577,2
"455",0.176812871296358,0.17680621637822,2
"456",0.163214500339053,0.148180589742467,2
"457",0.161973612834482,0.168270943054955,2
"458",0.169447037822681,0.156802354066203,2
"459",0.162213127144356,0.169497572320036,2
"460",0.179082492861739,0.826519344650577,1
"461",0.175307987800135,0.185092252965561,2
"462",0.170318850971749,0.808278009168479,1
"463",0.830359017010778,0.438762387493625,NA
"464",0.171699015444401,0.827466001986632,1
"465",0.178731954442548,0.802804252444271,1
"466",0.177457370644718,0.813544586979425,1
"467",0.170416865132589,0.159205271239354,2
"468",0.172458260044466,0.818505802427124,1
"469",0.18173122369387,0.834368315524672,1
"470",0.168358112472006,0.825607422747261,1
"471",0.18300682243439,0.198710383070838,2
"472",0.181388214176968,0.17163132706236,2
"473",0.167026760478796,0.170503137276239,2
"474",0.170541573416694,0.179739522548809,2
"475",0.738914473680779,0.744385527912527,NA
"476",0.177798483039849,0.168475744638542,2
"477",0.170745360411299,0.17188905633395,2
"478",0.158017726484075,0.825776684043349,1
"479",0.188341317581333,0.190823240002285,2
"480",0.180018179072838,0.173868607127361,2
"481",0.176464174308586,0.834894074717407,1
"482",0.186546305117122,0.831177787688547,1
"483",0.178656681235467,0.811177177401215,1
"484",0.165369634070911,0.811897210900261,1
"485",0.173841830837691,0.181159699753897,2
"486",0.173557206897439,0.186440281763354,2
"487",0.169983145668712,0.835480113914894,1
"488",0.175126562383689,0.825350561551154,1
"489",0.171379865472238,0.837433105211302,1
"490",0.180065040687743,0.837577941146147,1
"491",0.156251149463319,0.810842250422379,1
"492",0.182673014811411,0.18266978940257,2
"493",0.194316962245739,0.821090856743957,1
"494",0.160467025603889,0.813702769297223,1
"495",0.184501780116025,0.815471555523936,1
"496",0.173470132158944,0.81566987384245,1
"497",0.176722232977425,0.840777305930694,1
"498",0.175011459075613,0.168339596037349,2
"499",0.176501438229468,0.181077157391687,2
"500",0.171480908987098,0.175613317256194,2
"501",0.173070411270224,0.829387060784734,1
"502",0.185894702138031,0.18742098714692,2
"503",0.154571311290998,0.190517496448741,2
"504",0.183492100134114,0.812124359333388,1
"505",0.194365941979244,0.188176632502857,2
"506",0.183326240876882,0.156362545850897,2
"507",0.190312871742518,0.821183308476751,1
"508",0.181407445745189,0.186028511786148,2
"509",0.184153244199114,0.198939802353198,2
"510",0.188972827618402,0.813594678339242,1
"511",0.185799952719588,0.172646798370183,2
"512",0.204436439572812,0.826958866727222,1
"513",0.187460768897471,0.176859649507221,2
"514",0.134010190842673,0.545333486050367,NA
"515",0.175997518787259,0.812624641854399,1
"516",0.167754661704924,0.183764079741125,2
"517",0.195460294316936,0.171844906990913,2
"518",0.171077479546652,0.816366506713937,1
"519",0.179418290619295,0.182284382299865,2
"520",0.180789950084207,0.200066685107306,2
"521",0.18594352969702,0.833035660855187,1
"522",0.182338572900712,0.810684369572259,1
"523",0.169597517251684,0.827432283296001,1
"524",0.184371006920598,0.15813360047287,2
"525",0.177742869314754,0.170822987236229,2
"526",0.200921610778173,0.186652291129766,2
"527",0.195212022624441,0.814079179476535,1
"528",0.19135737236235,0.825413961255129,1
"529",0.183056673961075,0.820735947104035,1
"530",0.175946586782827,0.197322715885506,2
"531",0.170619667857483,0.18775776017385,2
"532",0.194535622728953,0.182039940081379,2
"533",0.170695834802709,0.815046269620038,1
"534",0.182488650157995,0.844370446022352,1
"535",0.186537597223652,0.831458939049059,1
"536",0.172127179565613,0.178580442301956,2
"537",0.168021732847636,0.182271996016577,2
"538",0.171059833265395,0.186549150415697,2
"539",0.192752855037099,0.823680590345596,1
"540",0.197305259384411,0.802216581138303,1
"541",0.179093341421893,0.816748364866038,1
"542",0.116399801569059,0.927003770833835,NA
"543",0.182503442333387,0.808591074961498,1
"544",0.184596514044749,0.79874833464758,1
"545",0.194332352154093,0.187181480922062,2
"546",0.184524735597383,0.8170149389798,1
"547",0.222706344211474,0.595028242329136,NA
"548",0.209545241930926,0.800625415186456,1
"549",0.145951762096956,0.352250204887241,NA
"550",0.172137000206751,0.173392688509475,2
"551",0.19605247987906,0.188824419014827,2
"552",0.175168899363647,0.206179626415998,2
"553",0.183843668120019,0.199270878432657,2
"554",0.1835299354334,0.174167270180274,2
"555",0.185870739304234,0.811485524217136,1
"556",0.173187173153276,0.792741260699653,1
"557",0.196999762984042,0.188922087549174,2
"558",0.176537539871628,0.192584899127169,2
"559",0.188404876698339,0.803763136014642,1
"560",0.194145831184248,0.200024886769069,2
"561",0.185273795609255,0.188372087373876,2
"562",0.183147477658783,0.817074960062663,1
"563",0.1822060481423,0.184793878520644,2
"564",0.174295894740541,0.807178521257006,1
"565",0.189516220269796,0.818164520050766,1
"566",0.184172180935823,0.815027601073526,1
"567",0.176518865585829,0.190566438761903,2
"568",0.195257063451803,0.184920462863649,2
"569",0.176675641474472,0.173211824246745,2
"570",0.198244073565144,0.175887681567996,2
"571",0.18969992138977,0.804463844358516,1
"572",0.17999444157085,0.182828094344461,2
"573",0.177289488937044,0.201197715478664,2
"574",0.931872657034546,0.86569423484616,NA
"575",0.194190265047923,0.184934403869712,2
"576",0.184040209589838,0.803083143001183,1
"577",0.0783483048435301,0.166107577038929,NA
"578",0.190596197063854,0.815233671636241,1
"579",0.195403119796864,0.798204509934636,1
"580",0.193319263655617,0.802607741700969,1
"581",0.200316133520609,0.180209931360964,2
"582",0.176110619372133,0.185483432564678,2
"583",0.192903253722588,0.191006349563263,2
"584",0.17923457323219,0.185615153434195,2
"585",0.191022375525701,0.816381095289916,1
"586",0.192174926718121,0.189232010252271,2
"587",0.195952598409551,0.82670960426246,1
"588",0.191781853870266,0.179250903137608,2
"589",0.182497804219087,0.204784011656774,2
"590",0.84897298947908,0.184440111741424,NA
"591",0.157847836841241,0.807274891790553,1
"592",0.186546562962831,0.188786998786541,2
"593",0.187627222786661,0.81826219853534,1
"594",0.211655928618178,0.813316425846967,1
"595",0.180554594825173,0.201596349583966,2
"596",0.195895182753382,0.180918861891262,2
"597",0.186866517243156,0.1889897735222,2
"598",0.192155275589926,0.793793103441386,1
"599",0.198181123961674,0.186808314878802,2
"600",0.952941792085767,0.526412645587698,NA
"601",0.613330444321036,0.764293628744781,NA
"602",0.185668290719507,0.808410022545058,1
"603",0.182464708763012,0.793451581875257,1
"604",0.196931788985677,0.799555199167668,1
"605",0.202303833667447,0.182371548836824,2
"606",0.191302966179941,0.206964934619497,2
"607",0.192579813261705,0.182584426131865,2
"608",0.211145692849618,0.188523719612086,2
"609",0.210093001121372,0.207036879977311,2
"610",0.207633523299218,0.185389632844593,2
"611",0.208150016512115,0.809662195152191,1
"612",0.180375589201493,0.180610916200066,2
"613",0.205983781964454,0.792086617356232,1
"614",0.190019879745777,0.192081023563693,2
"615",0.200789264243554,0.807399210328239,1
"616",0.149318068521097,0.594065939309075,NA
"617",0.209794149954417,0.791223075887676,1
"618",0.19991121823993,0.1897273748413,2
"619",0.216764155694091,0.200649724051943,2
"620",0.194093620553592,0.79175089084357,1
"621",0.184803457389957,0.194346209771126,2
"622",0.196991322002077,0.808643289955734,1
"623",0.186333036870486,0.18960983677365,2
"624",0.196160639545304,0.796076963700945,1
"625",0.189838392741122,0.808756356263481,1
"626",0.0697288759984076,0.270630008308217,NA
"627",0.191408137961494,0.803268523232662,1
"628",0.0844956028740853,0.200889720814303,NA
"629",0.205690050312332,0.220664323523393,2
"630",0.192408195802289,0.208037070323511,2
"631",0.201328216769496,0.207851107893968,2
"632",0.19377103236064,0.801941687387354,1
"633",0.199249586108561,0.178584246627105,2
"634",0.192208823013828,0.195257329105052,2
"635",0.190175904889037,0.805634271911524,1
"636",0.215141438904759,0.790206372877208,1
"637",0.184190575269518,0.798860043982016,1
"638",0.19902991802019,0.201504569641026,2
"639",0.196373714392077,0.194062954218436,2
"640",0.189682705618262,0.196427419362257,2
"641",0.167562328960057,0.199151168676503,2
"642",0.202249742965065,0.197249576220721,2
"643",0.216280848820402,0.787604935249047,1
"644",0.197196831098632,0.775070652811546,1
"645",0.204637500293707,0.792442896737662,1
"646",0.206986451669949,0.797437901072743,1
"647",0.190269683325381,0.200226355129271,2
"648",0.193031998382477,0.226868590049609,2
"649",0.179740952606621,0.809242576509906,1
"650",0.215299979851292,0.211131117415336,2
"651",0.204766733820166,0.193714027324689,2
"652",0.18483163382225,0.204937274953673,2
"653",0.200300765418661,0.800094744420823,1
"654",0.184498630760505,0.214917484627697,2
"655",0.198267754372516,0.809102271983846,1
"656",0.197156052215382,0.801299284636453,1
"657",0.212131284756341,0.807953792360652,1
"658",0.181643860662985,0.811194415957342,1
"659",0.746397737646475,0.824227584758773,NA
"660",0.199887390533308,0.802308913225344,1
"661",0.660017887828872,0.769982697209343,NA
