"x","y","class",cluster
"55",-3.86782409135489,-5.20951276051154,3, 4
"56",-2.98925891222269,-5.59512830338688,3, 4
"57",-2.1172561960729297,-3.97015086052669,3, 4
"58",-1.5112296517807,-3.0893031402747,3, 4
"59",-2.8511706523164304,-4.718275805101161,3, 4
"60",-2.61589209152552,-4.9506712613214505,3, 4
"61",-2.758443347131394,4.25781657491032,1, 3
"62",-3.0302398277916,-5.66878511697603,3, 4
"63",-3.2292384912063303,3.34564166261707,1, 3
"64",-4.30457564569167,4.6020787482329695,1, 3
"65",-3.1706529545951896,-4.937540298795991,3, 4
"66",-3.7358125081845803,-4.91112522464404,3, 4
"67",-3.8474273767025298,-5.87381436918554,3, 4
"68",-1.81806892508064,-3.8119812718901898,3, 4
"69",-1.690312053750245,3.59351732970874,1, 3
"70",-2.95865881513552,-6.1751659441692,3, 4
"71",-3.4244252268649102,-5.6953210784047705,3, 4
"72",2.75985464097366,1.1202993043573202,2, 1
"73",-2.96527834760315,-4.351935946376891,3, 4
"74",-1.771695796643326,4.18656609621107,1, 3
"75",-3.0929775820932597,-4.444170997526509,3, 4
"76",-2.0055357129552442,4.8988906030235,1, 3
"77",-3.0696855716899196,-3.1164421394854402,3, 4
"78",-1.6065212662015,4.08540753172016,1, 3
"79",3.4917390398233508,-4.585235254115613,4, 2
"80",-1.9342779762842306,4.56039899915824,1, 3
"81",-2.14199557157438,-4.047369424572469,3, 4
"82",4.889885165367,-0.45392122205821,2, 1
"83",-2.60340833663974,-3.78998960834192,3, 4
"84",-2.8856325327464996,-3.14125351639262,3, 4
"85",-2.352464379722016,1.7633754040621699,1, 3
"86",-2.25167499844371,-4.553968154447009,3, 4
"87",-2.52054340965244,-5.67647064273891,3, 4
"88",-1.617444373644949,5.29639798067083,1, 3
"89",-1.58396398015197,-3.5387145289093,3, 4
"90",-1.81376442215069,-2.3692489278534152,3, 4
"91",-2.23345993693085,-2.4361042281643748,3, 4
"92",-2.3083055831422588,2.9221627492772697,1, 3
"93",-1.760873193555514,2.1794806636449797,1, 3
"94",-2.2553529130296113,3.7751947638416405,1, 3
"95",-1.9606886233223297,3.3321033977595,1, 3
"96",-2.17310729794767,-2.0021143252932325,3, 4
"97",-1.883097286492524,3.1417384488145204,1, 3
"98",-2.78734094233568,-3.13403377040812,3, 4
"99",-1.6640822284973762,2.00940915925015,1, 3
"100",3.297260669800446,-6.04612699177635,4, 2
"101",-0.4604746859192499,2.70462643165292,1, 3
"102",-2.798098963935414,2.48580111116385,1, 3
"103",-3.39779251578308,3.8470788746532403,1, 3
"104",-2.540708963032738,3.8410665334844905,1, 3
"105",-3.6843934598192205,-5.32355190692544,3, 4
"106",-2.5219304268470593,4.56685861532636,1, 3
"107",-3.03477948384347,-4.48288916608837,3, 4
"108",-2.72017109724168,-2.880293007039162,3, 4
"109",-3.31396487805532,-4.131594000693189,3, 4
"110",-3.34434649948698,-5.669953380042081,3, 4
"112",-1.81890953419478,-1.720839547998414,3, 4
"113",-1.703188286505193,3.4747660605582404,1, 3
"114",-1.718562326138464,3.87802912191492,1, 3
"115",-2.15509428040391,-1.574729810197355,3, 4
"116",-3.17033689334396,-3.55206304654934,3, 4
"117",-2.042075450808063,3.14334282835154,1, 3
"119",-0.959295866918865,-2.408793480011199,3, 4
"120",-3.91965632268273,-5.84788082077208,3, 4
"121",-1.6121102018044,3.0435471670936094,1, 3
"122",-2.4740219652031805,-5.01463888135339,3, 4
"123",-1.725454718713906,3.3279895579896097,1, 3
"124",-2.159133813117938,4.7490450090215806,1, 3
"125",-3.7096793363157303,-5.46249348168174,3, 4
"126",-2.7457333750045,4.011122712946049,1, 3
"127",-2.325588032818788,3.0468902060952003,1, 3
"128",-2.553678022506022,3.0843114312668103,1, 3
"129",-1.49028735967366,5.13446023490659,1, 3
"130",-1.6159870507643899,-3.4794466473458403,3, 4
"131",-3.9978691333582206,-4.7179507760068,3, 4
"132",-2.006554342655233,2.9073542355532096,1, 3
"133",-3.53532439266829,-4.001827500480649,3, 4
"134",-3.06833161050196,-6.52874985946397,3, 4
"135",-2.03536060959227,-4.05656539180686,3, 4
"136",-2.389414621645742,5.05391559044854,1, 3
"137",-3.03738707592529,-5.63089285751367,3, 4
"138",-2.690795484329009,3.26958399395374,1, 3
"139",-2.853798339433818,4.028183027521569,1, 3
"140",-2.26117892048179,-1.9147445102602785,3, 4
"141",-2.4393220785561742,2.4477503575008797,1, 3
"142",-2.4791462255442998,-1.885862838902874,3, 4
"143",-1.9498412668198999,-2.870275590222254,3, 4
"144",-3.03368635798012,-2.69793651569919,3, 4
"145",0.0686733461916447,3.10532416030765,NA, 3
"146",-2.97506018009366,4.0792934315713,1, 3
"147",-2.48356979620244,-1.866043835243468,3, 4
"148",-3.46592755961797,-4.17393315137735,3, 4
"149",-0.06402813405960028,4.58771736231065,1, 3
"150",2.188462869451996,-4.860575290109562,4, 2
"151",-2.94005540266809,-2.738938355497183,3, 4
"152",-2.538011472999137,1.7589807604159098,1, 3
"153",-1.28924757955818,-2.5416223109109453,3, 4
"154",-1.731920863009198,3.72019955913931,1, 3
"155",-1.4381446063422039,5.59503724013734,1, 3
"156",-2.0296412024117125,4.69259954166271,1, 3
"157",-1.6297979204145139,3.5795357725103503,1, 3
"158",-3.2352472563025896,-4.35796835308025,3, 4
"159",-2.819508171982721,2.1565593845037903,1, 3
"160",-1.9732810563379837,4.02289200375886,1, 3
"161",-2.369969116224599,4.4207963174627105,1, 3
"162",-1.788114465253158,4.07483422242617,1, 3
"163",-1.5464232213584599,-2.693186516345858,3, 4
"164",-3.48025642755957,-5.25414948279667,3, 4
"165",-3.41181893286924,-5.11088374593959,3, 4
"166",-2.7492689166068,-3.4789756978758897,3, 4
"167",-2.0969970120096497,-4.42436260499643,3, 4
"168",-2.33911989633571,-4.96709993292575,3, 4
"169",-1.2893041245223602,-3.62537715301813,3, 4
"170",-0.5416710214770402,3.81101258107996,1, 3
"171",-1.8093014625969601,-4.3397831785899506,3, 4
"172",-3.0961132689764796,-6.20465548183655,3, 4
"174",-0.7991011916295729,-2.240603115049246,3, 4
"175",-2.9420509665027703,-2.820168878110835,3, 4
"176",-4.2605538513920305,3.1722726359512206,1, 3
"177",-2.0598605900480833,4.53835604212564,1, 3
"178",-2.956813229791468,4.10488035021133,1, 3
"179",-1.97333128343782,-3.63909401141479,3, 4
"180",-2.8058718605008197,-2.372770871721092,3, 4
"181",-4.1600289542250195,-4.6930141387644095,3, 4
"182",-1.7453651923416298,-4.31582305000941,3, 4
"183",-2.713624584663676,3.1628540771332,1, 3
"184",-3.97280737635834,2.81289081899496,1, 3
"185",-3.01982157885728,-2.69746041424176,3, 4
"186",-4.007555692045259,-5.95584995324206,3, 4
"187",-1.54361594715734,-2.944152062713801,3, 4
"188",-2.140708854295697,5.34838500862441,1, 3
"189",-2.7024698991052523,4.3822588411008505,1, 3
"190",-1.6545467252983401,-2.284549234906936,3, 4
"191",-2.562875989679627,6.52865897883021,1, 3
"192",-1.4388160009123798,-2.583091247545376,3, 4
"193",-4.1313362146958,-5.959737869416919,3, 4
"194",-3.12089812715651,4.62436141414444,1, 3
"195",-1.340322637458365,4.34733150408962,1, 3
"196",-2.869591754315492,2.75006329291793,1, 3
"197",3.092780343800878,-3.30037107878348,4, 2
"198",-2.6754449942408502,-2.911188931418558,3, 4
"199",-1.743404519598503,5.0514064143218,1, 3
"200",-0.944834507202542,-2.403119450352436,3, 4
"201",-2.39666211679321,-5.48411458139984,3, 4
"202",-0.923160724421177,-2.537306494091698,3, 4
"203",3.264943651386774,-2.828121251350934,4, 2
"204",-4.14717076442855,-4.8466744045054595,3, 4
"205",-3.22915150571644,-4.065900793696169,3, 4
"206",-3.7616430965598298,2.29286673352289,1, 3
"207",-1.55154462025983,-2.30866326679462,3, 4
"208",-3.9291810080116303,-4.56346005334965,3, 4
"209",-2.724893308825161,3.40100275787773,1, 3
"210",-4.09591813135728,-4.71104248482356,3, 4
"211",-3.58340912738296,-5.86220863658839,3, 4
"212",-1.87414283192212,-4.61789187610864,3, 4
"213",-1.883349627967916,3.16419260874887,1, 3
"214",-2.07254079736362,2.09509810412193,1, 3
"215",-1.272237739858673,4.16726168110523,1, 3
"216",-2.145053837446898,6.44565773473057,1, 3
"217",-3.0191200723145997,3.2922453795096804,1, 3
"218",-3.8095979695317697,-4.47263242397866,3, 4
"219",-3.2896332356119298,-5.019728457960349,3, 4
"220",-1.2936691729424201,3.1217832756711603,1, 3
"221",-2.5639858176555412,1.5444045976024101,1, 3
"222",-2.8566867731608396,-5.78353028550533,3, 4
"223",-1.539683109038045,2.11038676769094,1, 3
"224",-2.91770323129731,-2.748848214141205,3, 4
"225",-0.7615745826847992,-2.6870673668576277,3, 4
"226",-1.595115437049527,3.38661087508703,1, 3
"227",-1.54121495281897,-2.57289437648053,3, 4
"228",-1.192276064827646,2.60510291173311,1, 3
"229",-3.3310689916669705,-3.66019358574626,3, 4
"230",-3.5520640019218703,4.676373633418599,1, 3
"231",-0.9479859244067199,2.8845970647861896,1, 3
"232",-3.37570962073762,-5.903657687309069,3, 4
"233",-3.1912183323097003,-5.11597239871669,3, 4
"234",4.55416755988872,3.5043086897372504,2, 1
"235",-4.09076500323975,-5.87601106215644,3, 4
"236",-3.0888992204171095,-5.74228322446478,3, 4
"237",-3.1762771277713706,-5.40993999725568,3, 4
"238",-2.79147290626982,-3.08461860564227,3, 4
"239",-3.19654591401244,1.9796843240739799,1, 3
"240",-2.3082792674435297,-3.33470014411952,3, 4
"241",-0.7407415418096901,3.16454248382302,1, 3
"242",-2.7727470166348795,-2.90152800754129,3, 4
"243",-2.8581268987374,-4.85923664274476,3, 4
"244",-3.63533815552602,-5.97176859142404,3, 4
"245",-1.114046890563472,2.66352980010519,1, 3
"246",-2.16816184890279,-2.622228520041324,3, 4
"247",-4.234107998794911,-4.939935783549069,3, 4
"248",-3.39801550884475,2.58947910274558,1, 3
"249",-2.8305235832634104,-2.7361008088422674,3, 4
"250",-2.6608561969950695,-4.08115648207559,3, 4
"251",-3.34151159764546,5.1336921948568,1, 3
"252",-2.286544290935422,5.42848896247005,1, 3
"253",-1.597441039257451,4.10891637395992,1, 3
"254",-1.647642750949196,3.5210433495362996,1, 3
"255",-2.17765466185713,-2.307112982497029,3, 4
"256",-3.0722020268401002,-5.251447340108831,3, 4
"257",-1.93775826216227,-4.20194338531007,3, 4
"258",-1.54055687630737,-2.105757528225251,3, 4
"259",-0.7988736958737191,-2.200566520545839,3, 4
"260",-2.3246235006844502,-4.86762079321319,3, 4
"261",-2.94614541781277,-5.43305693098017,3, 4
"262",-3.02832112201241,4.70699397713616,1, 3
"263",-1.83170527589055,-4.48263795266392,3, 4
"264",-0.7783591505588501,2.98903283150681,1, 3
"265",-1.8469458475694098,-3.59521474951353,3, 4
"266",-1.13146001231513,5.10766845055648,1, 3
"267",-3.5713815370802697,2.25594697233,1, 3
"268",-3.51172770754031,3.63229329776447,1, 3
"269",-2.0966536727320704,3.3951631340986097,1, 3
"270",-0.8113504696824542,-2.772470863091269,3, 4
"271",-2.0799012485991626,4.71781133312789,1, 3
"272",-3.2464690869604302,-3.06776977320835,3, 4
"273",-3.5349649983093903,4.5056093405679105,1, 3
"274",-1.6769868773785201,-3.4020638942431596,3, 4
"275",-2.740927024737819,2.6402035595360602,1, 3
"276",-1.316453848490343,3.68689502895682,1, 3
"277",-1.97904212907655,-1.9914805551229993,3, 4
"278",-1.71992660111912,-4.0728495370415,3, 4
"279",-2.6633127704743678,3.3801048738347697,1, 3
"280",-1.87328772988981,-3.59353467390794,3, 4
"281",-2.65579932034654,-5.29632846762889,3, 4
"282",-2.6144307204844304,-5.00444908743058,3, 4
"284",-4.14002403411371,3.5795426001556003,1, 3
"285",-2.927410826073456,5.0377889439285495,1, 3
"286",-2.34557191196755,-2.360869975648605,3, 4
"287",-2.3127519155387004,-2.574193292400427,3, 4
"288",-3.1218617764464103,3.73920507153681,1, 3
"289",-2.975826277740013,2.15221994723051,1, 3
"290",0.22767620640851982,4.29557319406273,1, 3
"291",-3.42294968240618,-3.9872266843130904,3, 4
"292",-0.88703887993631,3.69899533862817,1, 3
"293",-0.64697587242018,3.7433586501781497,1, 3
"294",-1.2311771786847658,4.90143083037205,1, 3
"295",-1.8455554026311398,-4.2362290290485305,3, 4
"296",-4.14579001506393,4.07852968610529,1, 3
"297",-2.1871863695775198,-1.673805312696567,3, 4
"298",-1.82941824172387,-2.254732078647211,3, 4
"299",2.6222164481878303,-0.0845431983470917,NA, 1
"300",-4.688894473214569,4.89189249222857,1, 3
"301",-2.555533764152445,5.26802573471225,1, 3
"302",-3.7739334907829702,-4.984913799920729,3, 4
"303",-1.869740364481843,5.338419107052809,1, 3
"304",-2.119334781249893,2.31347534057284,1, 3
"305",2.608802662097389,-6.84597764759037,4, 2
"306",-2.487778975319955,4.22100548490682,1, 3
"307",-1.259698503703577,4.8968879265431795,1, 3
"308",-2.8524698726666897,-6.17208388181624,3, 4
"309",-2.9075461052620093,-5.64072666902393,3, 4
"310",-0.9674958887432501,3.59375126682372,1, 3
"311",-1.540372406485078,3.68779020733377,1, 3
"312",-2.966547186404405,3.67203299401435,1, 3
"313",-3.13857676639646,-6.41554690895351,3, 4
"314",-3.15932051867907,3.88184524201168,1, 3
"315",-1.3690058627022,6.4777750729363,1, 3
"316",-2.211921300497931,4.0664308652601004,1, 3
"317",-1.8410010704118702,-2.011071680614393,3, 4
"319",-1.48262945355216,-3.0832386937143896,3, 4
"320",-1.85964201197653,-1.812133128725949,3, 4
"321",-3.32858011111708,-5.38765429905481,3, 4
"322",-2.977389291677171,3.83675051180537,1, 3
"323",-3.12617115285704,-3.8627817278512797,3, 4
"324",-2.6389009633672402,-3.31988354291424,3, 4
"325",-1.120797638218697,3.46376481854002,1, 3
"326",-1.405461033730763,3.55415351887699,1, 3
"327",-2.63099370562395,-5.24891294674597,3, 4
"328",-2.137792022091311,4.0364393987160705,1, 3
"329",-0.83576163693902,2.9597862780757898,1, 3
"331",2.9292895458406822,-3.5652335342952997,4, 2
"332",5.341688245199309,-0.37998332044568395,2, 1
"333",-0.8740013807823799,3.03334970628236,1, 3
"334",-2.784641927723832,3.54164687246803,1, 3
"335",-1.696805347429814,3.12490533459948,1, 3
"336",-2.230312443038055,3.73659148696242,1, 3
"338",-1.387351051456816,3.8793831955519402,1, 3
"339",-2.4144956731087612,4.04381214023388,1, 3
"340",-3.74670911912982,4.19366628824542,1, 3
"341",-3.56153460948306,4.6609702167365805,1, 3
"342",-3.4442137342490096,-6.11222714660377,3, 4
"343",2.79100754359261,-2.973912033465169,4, 2
"344",-1.4036386777846102,-2.450474647562762,3, 4
"345",-2.6051208834773902,-2.8174133165467357,3, 4
"346",-4.19900218422333,-5.717017941704089,3, 4
"347",-1.745804666752523,3.0459973977877794,1, 3
"348",-3.76087953989569,4.51530494689425,1, 3
"349",-2.732312174978385,3.6156482960332,1, 3
"350",-1.715010029528248,4.91592333825932,1, 3
"351",-1.010502576822129,4.27681140291238,1, 3
"352",-0.12226185976639004,5.66875437361661,1, 3
"353",-2.89263412737011,-2.810119066138965,3, 4
"354",-3.32582273108695,-5.59805450552917,3, 4
"355",-3.36628274517893,3.2796239912517797,1, 3
"356",-4.11472750304013,-5.704723087341181,3, 4
"357",-1.98633799884748,-4.48752838353773,3, 4
"358",-2.53222445739277,-1.834228453201507,3, 4
"359",-1.6855373872946497,-1.7633180712462049,3, 4
"360",-3.29742506803412,4.99290836443488,1, 3
"361",-2.46095865751743,-5.2638438977074,3, 4
"362",-3.6067258659068,3.86400406367525,1, 3
"363",-1.6839546199184299,-4.077818921108101,3, 4
"364",-2.92775245840016,-4.50901312906247,3, 4
"365",-0.693800989907791,-2.177054713045221,3, 4
"366",-2.5876163254102402,-5.51830564821652,3, 4
"367",-3.71756873654686,2.87136050680839,1, 3
"368",-4.123452942882899,-4.94254245938048,3, 4
"369",-2.367421742889271,4.09802814039284,1, 3
"370",-0.9758856520203101,2.3356640196071603,1, 3
"371",-4.1960060528958705,-4.94741546385729,3, 4
"372",-1.4412263844331799,-3.83479864118471,3, 4
"373",-1.87240136632604,-3.17418185735463,3, 4
"374",-3.57109885984444,4.006211033233201,1, 3
"375",-4.122781935632,-5.18258680567018,3, 4
"376",-2.0490798388449196,-2.245258651631118,3, 4
"377",-1.675163018677338,2.6784218533040898,1, 3
"378",-1.236786319405536,1.6452110272620002,1, 3
"379",-2.126048044004307,3.49960821405576,1, 3
"380",-1.6744466740093797,-3.98557187938047,3, 4
"381",-0.9452509014267401,2.53480040134118,1, 3
"382",-1.793578622216327,3.84946610323613,1, 3
"383",-3.4899067947119202,-6.30220876410024,3, 4
"384",-1.50900963798329,-2.423668482055984,3, 4
"385",-2.49974706056387,-5.25154042105178,3, 4
"386",-3.43029615462657,3.07745868488388,1, 3
"387",-1.057128329239566,2.1592724551489897,1, 3
"388",-2.0809520839299127,4.0941093795431,1, 3
"389",-3.4345304107639,-3.89987362115913,3, 4
"390",-2.081394883533809,3.8528975352473505,1, 3
"391",-3.38612723582077,4.91193752546833,1, 3
"392",-3.90625831591312,3.95033219523193,1, 3
"393",-2.498689318214847,1.8690366530944398,1, 3
"394",-3.90786121946725,4.2735974022250405,1, 3
"395",-2.037413663369522,5.133178181541901,1, 3
"396",-4.0695208171310195,-4.93884686208016,3, 4
"397",3.872710881304644,-4.95617478975554,4, 2
"398",-2.86913520894809,-4.69885297536935,3, 4
"399",-1.9329129491702783,2.4815541132646297,1, 3
"400",-3.96154534970318,3.130635998247,1, 3
"401",-1.5928465532220102,-3.88683071519427,3, 4
"402",-3.01402207588444,-6.03818694821841,3, 4
"403",-3.0864941957452796,-5.73707576529708,3, 4
"404",-4.19615004000061,3.37770925894497,1, 3
"405",-2.84429185338314,-5.672776628390181,3, 4
"406",-2.85887755017295,-3.34122961302962,3, 4
"407",-1.555886978058766,5.4004280299027005,1, 3
"408",-3.0003466974962203,4.52258846987946,1, 3
"409",-2.0696670837964977,2.0182310544532998,1, 3
"410",-2.664907992026114,3.4646912357738398,1, 3
"411",-3.2795409775311803,-5.90502178314404,3, 4
"412",-2.382455893106106,3.75114729618345,1, 3
"413",-2.2608790302037,1.79546855656812,1, 3
"414",-1.2144205171948101,-2.877140447212696,3, 4
"415",-2.594364764516934,4.14461068185058,1, 3
"416",-3.1654231203333003,3.1081569565139198,1, 3
"417",-2.0892581346565344,1.9114942057294,1, 3
"418",-3.37100441464599,-3.83360835251667,3, 4
"419",-1.699343558925423,3.21369291175827,1, 3
"420",-2.2467749154828502,-4.0072325206154105,3, 4
"421",-3.01533189852343,-3.04376472192509,3, 4
"422",-1.546648903712593,2.9760725368251495,1, 3
"423",-0.5564695771158201,3.2483989881767203,1, 3
"424",-1.8664320299262,2.26629287510288,1, 3
"425",-3.4678173324049197,-6.12780981430992,3, 4
"426",-1.79790092559391,4.23533824801041,1, 3
"427",-2.184129986539898,3.0027340107149305,1, 3
"428",-2.00279115661785,-1.7112396757642832,3, 4
"429",-1.017599428005543,4.06604041823854,1, 3
"430",-3.22670951607773,-5.73765942378474,3, 4
"431",-2.35326383106315,-5.34833023673076,3, 4
"432",-1.78976118038346,3.7860003383505805,1, 3
"433",-2.83854670129237,-3.9353382909881,3, 4
"434",-3.8721790023733,-5.33668903445391,3, 4
"435",-3.81613606695666,3.4388227842901897,1, 3
"436",2.6473629294419077,-6.200563465280111,4, 2
"437",-2.516057988372734,3.0203277951522303,1, 3
"438",-2.0260580797254035,1.4839293632070902,1, 3
"439",-2.7813153937363397,-5.96631321785874,3, 4
"440",-2.67875415849831,-5.11844498989047,3, 4
"441",-1.513620447184997,3.12513183702926,1, 3
"442",-1.6558882597908202,-2.679438688182519,3, 4
"443",-3.3837229441544596,-3.46105779907918,3, 4
"444",-3.5657572817557104,-5.7753099091105895,3, 4
"445",-2.885819245302747,4.09038290517752,1, 3
"446",-2.6196378027047302,-5.72552083771439,3, 4
"447",-0.6888277028615,4.4924709082245995,1, 3
"448",-2.959390127545173,2.71444221874012,1, 3
"449",-1.68195453379504,-3.24665815600697,3, 4
"450",-1.4237939907774688,4.58804062175054,1, 3
"451",-2.41878272905669,-3.89404604028108,3, 4
"452",-1.75625361902978,-4.27865598705187,3, 4
"453",-1.1584092431353872,4.995644232632469,1, 3
"454",-3.2829038349653197,-4.802789338585249,3, 4
"455",-0.8065176252870371,-2.679325319301191,3, 4
"456",-3.00252149554583,-4.59354163623386,3, 4
"457",-3.71843605088999,3.34698708732748,1, 3
"458",-1.1521411944424529,4.731225813591821,1, 3
"459",-1.4670762085736901,-3.5418182970193204,3, 4
"460",-3.84503863626944,0.9453769145416708,1, 3
"461",-3.88706055314605,-4.1770471827293,3, 4
"462",-2.4328646286856648,2.56138043727936,1, 3
"463",-1.92375238672428,-4.47964076268045,3, 4
"464",-2.463717918977858,3.5730066471789597,1, 3
"465",-1.57382654943288,2.75758970105101,1, 3
"466",-1.1583302012199899,-1.9337563237524307,3, 4
"467",-0.6449266409093801,3.84124790902721,1, 3
"468",-3.46305944833799,4.30943951987739,1, 3
"469",3.8451597650543796,2.36814545777598,2, 1
"470",-2.864161891247509,4.92984951744442,1, 3
"471",-3.04548420655548,5.4717756336989805,1, 3
"472",-1.89717189326454,-3.5274382137739497,3, 4
"473",-1.96510084032447,-1.7012198604132789,3, 4
"474",-2.15002553535964,-1.692643856070775,3, 4
"475",-1.60186453147232,2.38740091155171,1, 3
"476",-2.721264180340877,4.07099528875761,1, 3
"477",-1.16864943671116,-2.701917824784705,3, 4
"478",-2.11154765833614,-5.044525911586399,3, 4
"479",-3.52557432736437,-4.8583735052155,3, 4
"480",-2.382156577950465,3.69471131932954,1, 3
"481",-2.18142098394413,-2.926252282356268,3, 4
"482",-1.9471673212159448,4.08140262716388,1, 3
"483",-3.28642057849913,-3.42496958075957,3, 4
"484",-3.1406664407639697,3.4480652797655,1, 3
"485",-2.4498499468364905,-5.05228512473312,3, 4
"486",-2.14115341067574,-2.550510864915067,3, 4
"487",-4.64903405457426,3.53472551016571,1, 3
"488",-2.365271778247823,2.99803951185292,1, 3
"489",2.537237423693245,-4.44353513865945,4, 2
"490",-3.58360003039541,-4.46478199851145,3, 4
"491",-2.7726864884458773,1.6792142699985702,1, 3
"492",-3.3617942737385498,4.06012298764215,1, 3
"493",-4.252985562541459,-5.609044416075241,3, 4
"494",-1.5515350815428102,-2.135746247338745,3, 4
"495",-1.741822104454203,5.0321660329227695,1, 3
"496",0.4832771402808298,4.23580949842607,1, 3
"497",-3.5512935618479298,-3.6929347334359397,3, 4
"498",-3.29881192871957,-6.26014677623289,3, 4
"499",-1.5138475121701789,4.412524417251809,1, 3
"500",-3.4493258358064103,-3.49114766324083,3, 4
"501",-2.53100163222817,-3.37823538744985,3, 4
"502",-2.0915029978701,-3.2281736780131602,3, 4
"503",0.48879329213830003,3.53186186749581,1, 3
"504",-1.9741034092992062,2.86245829538818,1, 3
"505",-1.602476031058048,5.27443113745514,1, 3
"506",-2.24976295110853,3.4965358782478,1, 3
"507",-1.4546808711864099,2.89593715452192,1, 3
"508",-2.111146473534301,3.3535182696068,1, 3
"509",-3.86967090179345,4.121567428764029,1, 3
"510",-2.373279602746274,3.41460194631033,1, 3
"511",-1.47028728689974,-3.86416960784709,3, 4
"512",-1.7243147999803101,-3.2492389679362903,3, 4
"513",1.06673313872324,-7.12039830427514,4, 2
"514",-3.3977498792583,-4.93375832671613,3, 4
"515",-0.980121748782202,-3.0400201627066297,3, 4
"516",-0.8208027005403828,-2.357415365879045,3, 4
"517",-1.602624750553908,3.3263329213584703,1, 3
"518",-3.06002799724122,1.53702484596237,1, 3
"519",-3.43739874343501,3.72185882946682,1, 3
"520",-1.537340452998152,3.6306407380397405,1, 3
"521",-3.3251444863444104,-5.76780206126668,3, 4
"522",-2.909683735023253,4.735107315424361,1, 3
"523",-2.8378631542137795,-4.01786022408458,3, 4
"524",-0.3823118092774702,4.04351356631539,1, 3
"525",-3.06113036114437,4.2325807198615095,1, 3
"526",-2.14721507564853,-1.880341476374334,3, 4
"527",-0.6853153315378899,4.293816364476379,1, 3
"528",-3.7141816218681,4.04185103926526,1, 3
"529",-3.3671469748530303,5.51171529605192,1, 3
"530",-2.1694813532213,-4.179148935449319,3, 4
"531",-3.66540468293858,-6.22778000748512,3, 4
"532",-2.344855696036042,5.1183961798257105,1, 3
"533",-3.08539285532308,3.2207572767002004,1, 3
"534",-2.7324098813471362,3.15797373630329,1, 3
"535",-1.451503357735002,3.66022258185458,1, 3
"536",-1.5536845832334412,2.92354318229235,1, 3
"537",-3.7631613268779502,-5.53682239413786,3, 4
"538",-2.273785938708281,5.1500245297787695,1, 3
"539",-3.5800107389092006,-4.06312960931875,3, 4
"540",-0.8606602843639142,-2.3827587072916,3, 4
"541",-1.5274295194703098,-2.337417761825607,3, 4
"542",-1.831438202719288,2.65484012642009,1, 3
"543",-1.149256599204916,2.96962690929433,1, 3
